TradingDate,SecurityID,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9
2024.01.02,000001.SZ,1.5944614791320737,0.7987385278446054,-0.3166001435475005,-0.9543126743630376,-0.004166322676042656,0.5724012463478624,-0.8587811305583786,1.4001782928085773,-0.2716830023277429,-0.1413349424951683
2024.01.02,000002.SZ,-2.0805824814033884,-0.7027522188151544,0.9584482343136086,-1.1101895891656557,-1.739025455426279,-0.5198001005889114,-0.4945304424188124,1.1946821918395523,-1.3513159240960135,-1.4162049170318949
2024.01.02,000003.SZ,-0.1634296979342531,-1.2105289737432152,-1.106308897761239,-0.6647060383376598,0.5024952697204035,0.08816461809549968,-0.5884920647168201,-0.673669318707168,-1.0618181452483495,-1.0140641486903341
2024.01.02,000004.SZ,1.485740110049091,-0.2752907713460772,2.654770291537687,0.10065947551204094,-1.4666460712114746,0.5302267424790525,0.08306633969246988,1.7932252274136746,-2.8752183429916305,-2.3899308659561975
2024.01.02,000005.SZ,1.242902722559508,1.73504055942032,1.112067800597212,0.3048786175487207,-0.6010722990794723,-0.6228045294290153,0.2166744208820582,-0.9246095715536664,-0.5153777862797565,-1.258056439283078
2024.01.02,000006.SZ,0.7676729972648187,0.6367010046863458,-0.6030603846728197,0.33669708670092224,0.6945750271253177,-0.04758426445599556,0.17014306656062764,0.952817076808137,-1.4796231807515035,0.04634199353136587
2024.01.02,000007.SZ,0.3266789794243663,2.807947723515304,2.6356651521209202,-0.5303145429700035,-0.6084576619731246,-1.0435879578943317,0.38241626490487896,-0.8211913754779275,-1.4015586050842992,-0.7165942526735914
2024.01.02,000008.SZ,0.8261574354629673,-0.762403353102913,-0.4737326184203282,-0.26481311102752103,-1.1186377989929919,1.5509335717044723,-0.7444829833499982,-0.06483205545444055,-0.16246634567152496,0.733664709238863
2024.01.02,000009.SZ,2.36345510810941,1.107699693280975,0.4664951262752916,0.10968404733035667,0.7426272728684707,0.6195190302474308,-2.5216737766199273,0.4101428440526609,-0.137972751284497,1.8850074994518211
2024.01.02,000010.SZ,1.1396628919787972,1.70732833999014,1.3528051741532272,-1.2314508517844904,-0.7600367213792412,0.7057177275356272,1.0919773953948364,0.8057631040446885,0.15275683174983146,-0.8789749186611391
2024.01.02,000011.SZ,1.161602595129869,-0.20048310842514044,-0.7302328442734992,-1.3282736413175444,-2.103962252005409,-0.23797333789148864,-0.8720969707103825,1.3796158242133587,-1.6322569148409163,-0.5685259154636199
2024.01.02,000012.SZ,0.5873996613045385,-0.9539136643266682,-0.47857685274945666,0.04471730878665146,-1.052741654119814,-0.045887828401179005,0.5294535520248089,-1.4882445612799717,-0.10868454407417895,-0.4124333263432529
2024.01.02,000013.SZ,0.36024393622678624,-0.00797922725613837,0.769127216645413,-0.09592205510293647,-0.3639481813810616,-1.151263976736926,0.7016049189801764,0.845005827145134,0.2329080209601414,0.2640920640355275
2024.01.02,000014.SZ,0.6434872905615007,-0.43116139767550027,-1.4240828450028882,1.5064752108524126,-0.44977881858512825,0.23432271083403816,0.4597715304900981,2.023966382722081,0.22964135742937142,0.9838404440353404
2024.01.02,000015.SZ,-2.098098536024453,-1.438575920024153,0.77399329611818,0.008640390409156276,0.017634831004158625,0.5128558575552321,0.6005090066613591,-0.027092972697973165,-1.9433565391830772,-1.0687050101450517
2024.01.02,000016.SZ,-1.759843016566685,0.2215464838184373,-1.803860137591405,-0.4620036053408348,-0.6514455249030758,-0.3383856433787779,1.8284820650449352,-0.6898123778087379,-0.0994032748165326,-0.8630144794176472
2024.01.02,000017.SZ,0.928090602917581,0.07539080830788049,-0.1286958844713612,-1.6222582674630461,-0.40949895067218806,0.15778980772480614,-0.7046448633171021,-1.8221884715581333,0.5329378428179146,0.4795820549527975
2024.01.02,000018.SZ,-0.07389965015516672,-0.09775498912056994,0.882359831001304,-0.988430180384184,-0.617426612892761,-0.39738363668668186,-0.5175426759747213,0.13998785325110402,-1.2906030561350854,0.577437121450889
2024.01.02,000019.SZ,2.357108858873378,1.192250539502374,0.0355630413338794,-0.9834633969463058,0.9654874213417387,0.2711359039578722,1.0229731401568791,-1.573371270005277,0.679950460145903,-0.17834675053966914
2024.01.02,000020.SZ,1.6885344971319658,-0.6621779096530064,0.9458701691886083,-0.988350634421223,-0.4447959230088451,0.1698737121433997,-0.3082465571804134,0.6038391256576724,-2.3987095044331226,0.3999630448849128
2024.01.02,000021.SZ,-2.010828941982766,0.8286314338440697,0.3480745322980241,0.9434627150510708,-0.7147480723956121,0.30491850944515053,1.1157559165576416,0.5513687048429547,0.20687212132808314,-0.8172542134427254
2024.01.02,000022.SZ,1.011133324975869,-0.501956982435573,0.6723917020756439,-0.8819778396047692,-0.9141973224213776,0.6736030547157289,0.47000317324470353,-0.6371817492163616,-0.8690056581853526,-2.494091207986485
2024.01.02,000023.SZ,0.868193382065533,0.1729445467486399,0.8825784548350643,-0.9302021731369753,0.41899313167058955,1.4367289930986706,0.3853127756595703,-0.9755900235805213,-0.5244626484410805,-0.7031770559924962
2024.01.02,000024.SZ,1.2312836859585106,-0.9783221564135703,1.5317165217227529,-0.41331475126781503,-1.5058363765716398,-0.909025248841413,1.9062650288315122,-0.5932082767620117,-0.23457565329555227,0.5689041992361167
2024.01.02,000025.SZ,1.1836764423932877,-1.389890721289589,-0.11224785700734491,-0.029529159450072263,-0.20194100346754884,-1.6825809450239582,0.6223429882437747,0.5016834704782294,-0.896235939041444,-0.7884249937938357
2024.01.02,600000.SH,-0.5357308178128185,-1.0087317640418942,1.2750208611587284,-1.498664711324792,0.8122564883890658,-0.9689802580686846,-0.13641852164561527,1.4640277009752776,0.061906358972812665,-2.6104070848590752
2024.01.02,600001.SH,0.5171212916722133,0.46830536091408315,-0.2641450443608623,-0.6343383587970609,1.0456180893259992,-0.06705129917073165,1.8010603629577095,-0.49931628047198456,-0.7675171549037928,-0.7980553264681657
2024.01.02,600002.SH,1.615473599358295,-1.5632706427880032,1.875586125375488,-0.25249193352477617,-1.0722306947910458,-0.16725840857692384,1.517516268398936,-1.3809317087802258,-0.36439023150765365,1.0959215794044432
