TradingDate,SecurityID,emb_0,emb_1,emb_2,emb_3
2024.06.03,000001.SZ,-0.6602220549769996,-1.8718478741804694,-0.46335099971549903,1.4176224615217299
2024.06.03,000002.SZ,0.5472541038562514,0.41814300085906253,-0.562852377625324,-0.10854916992024068
2024.06.03,000003.SZ,-0.9093312305379605,1.461590418049506,2.0375421730254857,0.850610235368757
2024.06.03,000004.SZ,0.9617477584242983,-0.6447916975776541,0.04021941014300149,0.36628749412930744
2024.06.03,000005.SZ,-0.8342624397429625,-1.2716562731452827,2.977846410651763,1.8819763836148535
2024.06.03,000006.SZ,-0.8665955366243462,0.06883681833119196,0.5127731223266866,-0.5517524485373634
2024.06.03,000007.SZ,0.2886045964732439,-0.48692818003493243,0.41269867199861393,0.193201286726687
2024.06.03,000008.SZ,-0.20888748422960252,0.0259230957832387,-0.23893529342033473,-0.5169664304817024
2024.06.03,000009.SZ,-0.1187366406700165,-0.6916507065763798,0.18985025049739082,0.8665394657972443
2024.06.03,000010.SZ,0.15946902973429247,2.939155502251245,-1.3556694115432144,-1.1127100673722026
2024.06.03,000011.SZ,0.2507207297889015,1.827794339685852,-0.04253935526483358,0.20711679522137633
2024.06.03,000012.SZ,1.79767464811858,-1.029720258374913,-0.2936774400786074,-0.4872278824615964
2024.06.03,000013.SZ,-0.09957030147139759,1.4895064892664989,0.41804621106558,0.4828074634278966
2024.06.03,000014.SZ,0.8825300066753589,0.7340780296923048,-0.08378156700698873,-0.2700988301857301
2024.06.03,000015.SZ,1.5826781897375828,0.572691330186192,0.8494758757175491,-0.7493851547449518
2024.06.03,000016.SZ,-0.6943883066100781,1.8610185590432373,-0.773453364104698,-0.21096370277986715
2024.06.03,000017.SZ,0.2911928386756689,-0.1424405721617282,0.11519866534332603,1.7205357101163992
2024.06.03,000018.SZ,-1.282571869058603,1.032961438300981,-0.5482341270594137,-0.10224152892867763
2024.06.03,000019.SZ,0.532508192783882,0.2783572757987955,-0.8777184612258393,-1.052673914760785
2024.06.03,000020.SZ,-0.4048129488251233,0.5926889703872271,1.5318020447397256,0.05647268500880584
2024.06.03,000021.SZ,1.5601014279163847,-2.1891550464900287,0.3503106386542244,-0.8713039440313716
