TradingDate,SecurityID,Value
2024.06.03,000034.SZ,0.03466496368332882
2024.06.03,000030.SZ,0.07691936161430464
2024.06.03,000019.SZ,0.03581231557690761
2024.06.03,600022.SH,0.024001611319707405
2024.06.03,000014.SZ,0.06811047174772188
2024.06.03,600029.SH,0.300734846807721
2024.06.03,600027.SH,0.08656196377216951
2024.06.03,000009.SZ,0.1444015961960297
2024.06.03,000001.SZ,0.15356685109979862
2024.06.03,000042.SZ,0.05296345118046466
2024.06.03,600021.SH,0.03343500891463092
2024.06.03,600005.SH,0.4869033476369769
2024.06.03,000040.SZ,0.38620885383758563
2024.06.03,000050.SZ,0.18262568617978298
2024.06.03,600002.SH,0.004683607340428647
2024.06.03,600007.SH,0.10954600923577311
2024.06.03,000005.SZ,0.445076622020131
2024.06.03,000023.SZ,0.006358439068164697
2024.06.03,000027.SZ,0.1051658969239696
2024.06.03,000043.SZ,0.15443413368022066
2024.06.03,600044.SH,0.04266145242225136
2024.06.03,000047.SZ,0.09652137156887396
2024.06.03,000031.SZ,0.16486460023067984
2024.06.03,000036.SZ,0.14174691194852698
2024.06.03,000021.SZ,0.19434874393867277
2024.06.03,600028.SH,0.11945952115560421
2024.06.03,000044.SZ,0.1903444226306749
2024.06.03,000007.SZ,0.03878040879852566
2024.06.03,000011.SZ,0.14507589637250842
2024.06.03,000028.SZ,0.23458331673330202
2024.06.03,600040.SH,0.002718052211398986
2024.06.03,000024.SZ,0.08986445964649055
2024.06.03,600000.SH,0.21411538878517725
2024.06.03,600039.SH,0.09613319263201199
2024.06.03,000022.SZ,0.003296666276408802
2024.06.03,000010.SZ,0.0019295584772899047
2024.06.03,600045.SH,0.08656103374661783
2024.06.03,600046.SH,0.18143026785386954
2024.06.03,600012.SH,0.15845956383686632
2024.06.03,600034.SH,0.037231108799194834
2024.06.03,600043.SH,0.20468604145206407
2024.06.03,600038.SH,0.4105061848710506
2024.06.03,600014.SH,0.07008631097678764
2024.06.03,600011.SH,0.157007477406698
2024.06.03,000025.SZ,0.013538455956568368
